"NSForest_markers"	"ENSEMBLId"	"TargetCellType"	"clusterSize"	"f_score"	"marker_count"	"data"	"dataCellSet"	"pi_null"	"pi_off"	"prior_prob_off"	"prior_prob_on"	"expProb"	"targeted"
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Alveolar macrophages"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	3.90877907124887e-09	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"T cells proliferating"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	1.97075787255196e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Plasmacytoid DCs"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.000103919014637494	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"NK cells"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	2.85396893166812e-07	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Lymphatic EC mature"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	2.92744714676663e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Tuft"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.199361200093511	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Deuterosomal"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.51335284088435	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Smooth muscle FAM83D+"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.287461474573692	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Non-classical monocytes"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	2.34594185972992e-07	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Alveolar Mph MT-positive"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	3.6886579660167e-07	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Ionocyte"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.0434441271869564	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"SMG serous (nasal)"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	1.46203186363048e-09	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Club (non-nasal)"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.461559283926858	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Mesothelium"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.000706870801708503	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"SMG duct"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.0433003120099815	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"AT0"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.00967995399870369	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"AT2 proliferating"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	2.16932355309729e-06	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Classical monocytes"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	2.93856084507271e-07	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Pericytes"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.209779496069374	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Goblet (subsegmental)"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.0188780789844557	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Mast cells"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	5.25797799736105e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Goblet (nasal)"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.607807601275521	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"SMG mucous"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.00238518534807153	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Interstitial Mph perivascular"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	1.31061520677878e-07	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"DC1"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	2.34405754698797e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Multiciliated (non-nasal)"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.434398703729258	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"B cells"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	9.20492218683955e-06	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Myofibroblasts"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.546364334459468	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Lymphatic EC differentiating"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.0419869910140083	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Neuroendocrine"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	9.51055373450971e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Peribronchial fibroblasts"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.593040528113094	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"DC2"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	5.11913696548127e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Migratory DCs"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	7.05873701083576e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Lymphatic EC proliferating"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.00178286749389289	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"EC venous pulmonary"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	1.92669351957442e-06	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Goblet (bronchial)"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.292867314092223	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Subpleural fibroblasts"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.0247010449547239	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"EC aerocyte capillary"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	2.41322849203751e-09	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Hematopoietic stem cells"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.000326708013030988	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Smooth muscle"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.415523753099752	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Alveolar Mph CCL3+"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	3.60030581736392e-12	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Adventitial fibroblasts"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.17155378437238	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"EC general capillary"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.00010445588192487	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Alveolar fibroblasts"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.589384991205772	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Suprabasal"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.453067184955453	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"EC venous systemic"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.00012879957640527	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"SMG serous (bronchial)"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	4.55018077687164e-06	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Club (nasal)"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.643774647789276	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"CD8 T cells"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.00191563115480231	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Alveolar Mph proliferating"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	6.15854410870864e-09	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Monocyte-derived Mph"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	6.61063953577568e-10	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Plasma cells"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	1.25882525882359e-06	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Multiciliated (nasal)"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.620614960559513	TRUE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"SM activated stress response"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.319548210518412	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"CD4 T cells"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	2.82445500640882e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"pre-TB secretory"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.237198318106327	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Hillock-like"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.10612090120121	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"EC arterial"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	9.62536760684696e-06	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"AT1"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	1.19538636938338e-05	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"Basal resting"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	0.446837087800712	FALSE
"FMO3"	"ENSG00000007933"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"hlca"	"AT2"	0.73225627508259	0.226441232957458	0.958697508040049	0.0413024919599514	2.17701253552027e-09	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"AT0"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	3.32575881534791e-05	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Alveolar Mph proliferating"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	0.000592148306062357	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"Plasmacytoid DCs"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	7.42372001470704e-06	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"AT2 proliferating"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	0.000170231168047263	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"pre-TB secretory"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	4.66731413539812e-06	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"SMG serous (nasal)"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	2.1358634349003e-09	FALSE
"STAB1"	"ENSG00000010327"	"Interstitial Mph perivascular"	4805	0.463548251158871	3	"hlca"	"DC1"	0.455044394017445	0.462610435583578	0.917654829601023	0.0823451703989768	0.00415841214182566	FALSE
